Time (seconds),V_ch1,V_ch2,V_ch3,I_ch1,I_ch2,I_ch3
0.000000,2.67411208152771,0,0,0,0,0
0.000208,5.25155401229858,0,0,0,0,0
0.000417,9.11771774291992,0,0,0,0,0
0.000625,13.6282415390015,0,0,0,0,0
0.000833,18.138765335083,0,0,0,0,0
0.001042,22.0049285888672,0,0,0,0,0
0.001250,27.8041725158691,0,0,0,0,0
0.001458,30.3816146850586,0,0,0,0,0
0.001667,34.8921394348145,0,0,0,0,0
0.001875,38.75830078125,0,0,0,0,0
0.002083,42.6244659423828,0,0,0,0,0
0.002292,46.4906272888184,0,0,0,0,0
0.002500,52.9342346191406,0,0,0,0,0
0.002708,55.5116767883301,0,0,0,0,0
0.002917,58.7334785461426,0,0,0,0,0
0.003125,60.666561126709,0,0,0,0,0
0.003333,68.3988876342773,0,0,0,0,0
0.003542,71.6206893920898,0,0,0,0,0
0.003750,76.7755737304688,0,0,0,0,0
0.003958,79.3530197143555,0,0,0,0,0
0.004167,85.1522598266602,0,0,0,0,0
0.004375,89.018424987793,0,0,0,0,0
0.004583,90.3071441650391,0,0,0,0,0
0.004792,96.7507476806641,0,0,0,0,0
0.005000,101.261276245117,0,0,0,0,0
0.005208,103.194358825684,0,0,0,0,0
0.005417,107.704879760742,0,0,0,0,0
0.005625,111.571044921875,0,0,0,0,0
0.005833,114.792846679688,0,0,0,0,0
0.006042,119.303367614746,0,0,0,0,0
0.006250,120.592094421387,0,0,0,0,0
0.006458,128.968780517578,0,0,0,0,0
0.006667,132.190582275391,0,0,0,0,0
0.006875,133.479309082031,0,0,0,0,0
0.007083,139.278549194336,0,0,0,0,0
0.007292,147.010879516602,0,0,0,0,0
0.007500,145.722152709961,0,0,0,0,0
0.007708,151.521392822266,0,0,0,0,0
0.007917,154.098846435547,0,0,0,0,0
0.008125,158.609359741211,0,0,0,0,0
0.008333,161.186798095703,0,0,0,0,0
0.008542,166.341690063477,0,0,0,0,0
0.008750,166.341690063477,0,0,0,0,0
0.008958,171.496566772461,0,0,0,0,0
0.009167,176.651458740234,0,0,0,0,0
0.009375,179.873260498047,0,0,0,0,0
0.009583,188.249954223633,0,0,0,0,0
0.009792,187.605590820313,0,0,0,0,0
0.010000,192.760467529297,0,0,0,0,0
0.010208,195.337921142578,0,0,0,0,0
0.010417,199.204071044922,0,0,0,0,0
0.010625,203.714599609375,0,0,0,0,0
0.010833,205.003326416016,0,0,0,0,0
0.011042,211.446929931641,0,0,0,0,0
0.011250,213.380004882813,0,0,0,0,0
0.011458,217.890533447266,0,0,0,0,0
0.011667,221.112335205078,0,0,0,0,0
0.011875,229.489028930664,0,0,0,0,0
0.012083,228.200302124023,0,0,0,0,0
0.012292,233.355178833008,0,0,0,0,0
0.012500,235.288269042969,0,0,0,0,0
0.012708,241.731872558594,0,0,0,0,0
0.012917,242.376235961914,0,0,0,0,0
0.013125,248.175476074219,0,0,0,0,0
0.013333,252.686004638672,0,0,0,0,0
0.013542,256.552154541016,0,0,0,0,0
0.013750,259.129608154297,0,0,0,0,0
0.013958,262.995758056641,0,0,0,0,0
0.014167,265.573211669922,0,0,0,0,0
0.014375,273.305541992188,0,0,0,0,0
0.014583,274.594268798828,0,0,0,0,0
0.014792,276.52734375,0,0,0,0,0
0.015000,280.393493652344,0,0,0,0,0
0.015208,282.970947265625,0,0,0,0,0
0.015417,285.548400878906,0,0,0,0,0
0.015625,288.125823974609,0,0,0,0,0
0.015833,289.41455078125,0,0,0,0,0
0.016042,293.280731201172,0,0,0,0,0
0.016250,296.502532958984,0,0,0,0,0
0.016458,294.569427490234,0,0,0,0,0
0.016667,299.079956054688,0,0,0,0,0
0.016875,298.435607910156,0,0,0,0,0
0.017083,302.946136474609,0,0,0,0,0
0.017292,304.234832763672,0,0,0,0,0
0.017500,306.167938232422,0,0,0,0,0
0.017708,306.812286376953,0,0,0,0,0
0.017917,310.034088134766,0,0,0,0,0
0.018125,310.034088134766,0,0,0,0,0
0.018333,314.544616699219,0,0,0,0,0
0.018542,317.1220703125,0,0,0,0,0
0.018750,314.544616699219,0,0,0,0,0
0.018958,317.1220703125,0,0,0,0,0
0.019167,320.988220214844,0,0,0,0,0
0.019375,320.343872070313,0,0,0,0,0
0.019583,322.276947021484,0,0,0,0,0
0.019792,322.921295166016,0,0,0,0,0
0.020000,323.565673828125,0,0,0,0,0
0.020208,324.854370117188,0,0,0,0,0
0.020417,325.498748779297,0,0,0,0,0
0.020625,327.431823730469,0,0,0,0,0
0.020833,328.720550537109,0,0,0,0,0
0.021042,328.720550537109,0,0,0,0,0
0.021250,326.143096923828,0,0,0,0,0
0.021458,333.231079101563,0,0,0,0,0
0.021667,330.00927734375,0,0,0,0,0
0.021875,330.00927734375,0,0,0,0,0
0.022083,335.164154052734,0,0,0,0,0
0.022292,333.231079101563,0,0,0,0,0
0.022500,337.741607666016,0,0,0,0,0
0.022708,333.875427246094,0,0,0,0,0
0.022917,337.741607666016,0,0,0,0,0
0.023125,334.519805908203,0,0,0,0,0
0.023333,335.164154052734,0,0,0,0,0
0.023542,335.808502197266,0,0,0,0,0
0.023750,339.030303955078,0,0,0,0,0
0.023958,338.385955810547,0,0,0,0,0
0.024167,336.452880859375,0,0,0,0,0
0.024375,337.741607666016,0,0,0,0,0
0.024583,337.741607666016,0,0,0,0,0
0.024792,339.030303955078,0,0,0,0,0
0.025000,340.963409423828,0,0,0,0,0
0.025208,341.607757568359,0,0,0,0,0
0.025417,339.030303955078,0,0,0,0,0
0.025625,341.607757568359,0,0,0,0,0
0.025833,340.319030761719,0,0,0,0,0
0.026042,340.319030761719,0,0,0,0,0
0.026250,343.540832519531,0,0,0,0,0
0.026458,340.319030761719,0,0,0,0,0
0.026667,342.252105712891,0,0,0,0,0
0.026875,342.252105712891,0,0,0,0,0
0.027083,341.607757568359,0,0,0,0,0
0.027292,344.185211181641,0,0,0,0,0
0.027500,344.829559326172,0,0,0,0,0
0.027708,344.185211181641,0,0,0,0,0
0.027917,345.473907470703,0,0,0,0,0
0.028125,344.185211181641,0,0,0,0,0
0.028333,344.185211181641,0,0,0,0,0
0.028542,346.118286132813,0,0,0,0,0
0.028750,346.118286132813,0,0,0,0,0
0.028958,344.829559326172,0,0,0,0,0
0.029167,345.473907470703,0,0,0,0,0
0.029375,344.829559326172,0,0,0,0,0
0.029583,346.118286132813,0,0,0,0,0
0.029792,344.185211181641,0,0,0,0,0
0.030000,344.829559326172,0,0,0,0,0
0.030208,345.473907470703,0,0,0,0,0
0.030417,345.473907470703,0,0,0,0,0
0.030625,344.185211181641,0,0,0,0,0
0.030833,346.118286132813,0,0,0,0,0
0.031042,348.051361083984,0,0,0,0,0
0.031250,344.829559326172,0,0,0,0,0
0.031458,344.185211181641,0,0,0,0,0
0.031667,340.319030761719,0,0,0,0,0
0.031875,340.319030761719,0,0,0,0,0
0.032083,336.452880859375,0,0,0,0,0
0.032292,335.808502197266,0,0,0,0,0
0.032500,335.164154052734,0,0,0,0,0
0.032708,333.231079101563,0,0,0,0,0
0.032917,328.720550537109,0,0,0,0,0
0.033125,327.431823730469,0,0,0,0,0
0.033333,324.854370117188,0,0,0,0,0
0.033542,322.921295166016,0,0,0,0,0
0.033750,317.766418457031,0,0,0,0,0
0.033958,314.544616699219,0,0,0,0,0
0.034167,312.611541748047,0,0,0,0,0
0.034375,311.322814941406,0,0,0,0,0
0.034583,312.611541748047,0,0,0,0,0
0.034792,305.523559570313,0,0,0,0,0
0.035000,304.234832763672,0,0,0,0,0
0.035208,301.657409667969,0,0,0,0,0
0.035417,297.791229248047,0,0,0,0,0
0.035625,291.992004394531,0,0,0,0,0
0.035833,291.347625732422,0,0,0,0,0
0.036042,288.770202636719,0,0,0,0,0
0.036250,283.615295410156,0,0,0,0,0
0.036458,282.970947265625,0,0,0,0,0
0.036667,279.749145507813,0,0,0,0,0
0.036875,280.393493652344,0,0,0,0,0
0.037083,274.594268798828,0,0,0,0,0
0.037292,271.372467041016,0,0,0,0,0
0.037500,265.573211669922,0,0,0,0,0
0.037708,262.351409912109,0,0,0,0,0
0.037917,259.773956298828,0,0,0,0,0
0.038125,257.196533203125,0,0,0,0,0
0.038333,255.263442993164,0,0,0,0,0
0.038542,248.819839477539,0,0,0,0,0
0.038750,249.464202880859,0,0,0,0,0
0.038958,243.664947509766,0,0,0,0,0
0.039167,243.664947509766,0,0,0,0,0
0.039375,236.576995849609,0,0,0,0,0
0.039583,233.999542236328,0,0,0,0,0
0.039792,230.777740478516,0,0,0,0,0
0.040000,227.555938720703,0,0,0,0,0
0.040208,226.911575317383,0,0,0,0,0
0.040417,221.112335205078,0,0,0,0,0
0.040625,219.823608398438,0,0,0,0,0
0.040833,214.024368286133,0,0,0,0,0
0.041042,209.51383972168,0,0,0,0,0
0.041250,207.580764770508,0,0,0,0,0
0.041458,203.714599609375,0,0,0,0,0
0.041667,199.848434448242,0,0,0,0,0
0.041875,196.62663269043,0,0,0,0,0
0.042083,192.116104125977,0,0,0,0,0
0.042292,190.183029174805,0,0,0,0,0
0.042500,185.672500610352,0,0,0,0,0
0.042708,183.095062255859,0,0,0,0,0
0.042917,180.517623901367,0,0,0,0,0
0.043125,174.074020385742,0,0,0,0,0
0.043333,170.85221862793,0,0,0,0,0
0.043542,166.986053466797,0,0,0,0,0
0.043750,165.052963256836,0,0,0,0,0
0.043958,159.898086547852,0,0,0,0,0
0.044167,155.387557983398,0,0,0,0,0
0.044375,152.810119628906,0,0,0,0,0
0.044583,147.010879516602,0,0,0,0,0
0.044792,144.43342590332,0,0,0,0,0
0.045000,142.500350952148,0,0,0,0,0
0.045208,139.278549194336,0,0,0,0,0
0.045417,131.54621887207,0,0,0,0,0
0.045625,128.324417114258,0,0,0,0,0
0.045833,124.458251953125,0,0,0,0,0
0.046042,119.303367614746,0,0,0,0,0
0.046250,117.37028503418,0,0,0,0,0
0.046458,113.504127502441,0,0,0,0,0
0.046667,108.349243164063,0,0,0,0,0
0.046875,101.261276245117,0,0,0,0,0
0.047083,99.3281936645508,0,0,0,0,0
0.047292,98.0394744873047,0,0,0,0,0
0.047500,89.018424987793,0,0,0,0,0
0.047708,86.4409790039063,0,0,0,0,0
0.047917,81.9304580688477,0,0,0,0,0
0.048125,77.4199371337891,0,0,0,0,0
0.048333,72.2650527954102,0,0,0,0,0
0.048542,68.3988876342773,0,0,0,0,0
0.048750,62.5996437072754,0,0,0,0,0
0.048958,60.666561126709,0,0,0,0,0
0.049167,55.5116767883301,0,0,0,0,0
0.049375,50.3567924499512,0,0,0,0,0
0.049583,49.7124328613281,0,0,0,0,0
0.049792,41.3357429504395,0,0,0,0,0
0.050000,39.4026641845703,0,0,0,0,0
0.050208,34.2477798461914,0,0,0,0,0
0.050417,30.3816146850586,0,0,0,0,0
0.050625,25.8710918426514,0,0,0,0,0
0.050833,21.3605670928955,0,0,0,0,0
0.051042,18.138765335083,0,0,0,0,0
0.051250,12.9838809967041,0,0,0,0,0
0.051458,9.11771774291992,0,0,0,0,0
0.051667,5.25155401229858,0,0,0,0,0
0.051875,5.25155401229858,0,0,0,0,0
0.052083,-2.4807722568512,0,0,0,0,0
0.052292,-3.76949334144592,0,0,0,0,0
0.052500,-8.28001689910889,0,0,0,0,0
0.052708,-12.7905406951904,0,0,0,0,0
0.052917,-17.9454250335693,0,0,0,0,0
0.053125,-21.1672286987305,0,0,0,0,0
0.053333,-24.389030456543,0,0,0,0,0
0.053542,-30.1882762908936,0,0,0,0,0
0.053750,-34.6987991333008,0,0,0,0,0
0.053958,-37.9206008911133,0,0,0,0,0
0.054167,-43.7198486328125,0,0,0,0,0
0.054375,-45.6529273986816,0,0,0,0,0
0.054583,-52.0965347290039,0,0,0,0,0
0.054792,-53.38525390625,0,0,0,0,0
0.055000,-62.4063034057617,0,0,0,0,0
0.055208,-63.6950225830078,0,0,0,0,0
0.055417,-66.9168243408203,0,0,0,0,0
0.055625,-70.7829895019531,0,0,0,0,0
0.055833,-76.5822372436523,0,0,0,0,0
0.056042,-78.5153198242188,0,0,0,0,0
0.056250,-85.6032791137695,0,0,0,0,0
0.056458,-87.5363616943359,0,0,0,0,0
0.056667,-87.5363616943359,0,0,0,0,0
0.056875,-95.2686920166016,0,0,0,0,0
0.057083,-99.1348571777344,0,0,0,0,0
0.057292,-103.001014709473,0,0,0,0,0
0.057500,-106.222816467285,0,0,0,0,0
0.057708,-110.733345031738,0,0,0,0,0
0.057917,-113.955146789551,0,0,0,0,0
0.058125,-121.043113708496,0,0,0,0,0
0.058333,-121.043113708496,0,0,0,0,0
0.058542,-126.842353820801,0,0,0,0,0
0.058750,-130.708526611328,0,0,0,0,0
0.058958,-135.219039916992,0,0,0,0,0
0.059167,-135.219039916992,0,0,0,0,0
0.059375,-142.951370239258,0,0,0,0,0
0.059583,-144.240097045898,0,0,0,0,0
0.059792,-148.750610351563,0,0,0,0,0
0.060000,-151.972412109375,0,0,0,0,0
0.060208,-155.838577270508,0,0,0,0,0
0.060417,-162.926544189453,0,0,0,0,0
0.060625,-160.993469238281,0,0,0,0,0
0.060833,-168.081436157227,0,0,0,0,0
0.061042,-171.303237915039,0,0,0,0,0
0.061250,-175.813751220703,0,0,0,0,0
0.061458,-175.813751220703,0,0,0,0,0
0.061667,-184.190444946289,0,0,0,0,0
0.061875,-185.47917175293,0,0,0,0,0
0.062083,-190.634048461914,0,0,0,0,0
0.062292,-193.211486816406,0,0,0,0,0
0.062500,-197.077651977539,0,0,0,0,0
0.062708,-201.588180541992,0,0,0,0,0
0.062917,-203.521255493164,0,0,0,0,0
0.063125,-208.676147460938,0,0,0,0,0
0.063333,-212.54231262207,0,0,0,0,0
0.063542,-219.630279541016,0,0,0,0,0
0.063750,-218.341552734375,0,0,0,0,0
0.063958,-222.207717895508,0,0,0,0,0
0.064167,-226.718246459961,0,0,0,0,0
0.064375,-229.940048217773,0,0,0,0,0
0.064583,-234.450561523438,0,0,0,0,0
0.064792,-238.961090087891,0,0,0,0,0
0.065000,-240.894180297852,0,0,0,0,0
0.065208,-245.404693603516,0,0,0,0,0
0.065417,-249.915222167969,0,0,0,0,0
0.065625,-253.781387329102,0,0,0,0,0
0.065833,-258.291900634766,0,0,0,0,0
0.066042,-262.802429199219,0,0,0,0,0
0.066250,-264.735504150391,0,0,0,0,0
0.066458,-269.890411376953,0,0,0,0,0
0.066667,-271.823486328125,0,0,0,0,0
0.066875,-275.045288085938,0,0,0,0,0
0.067083,-278.26708984375,0,0,0,0,0
0.067292,-279.555816650391,0,0,0,0,0
0.067500,-282.777618408203,0,0,0,0,0
0.067708,-285.999420166016,0,0,0,0,0
0.067917,-296.953552246094,0,0,0,0,0
0.068125,-289.865570068359,0,0,0,0,0
0.068333,-293.731750488281,0,0,0,0,0
0.068542,-295.020446777344,0,0,0,0,0
0.068750,-297.597900390625,0,0,0,0,0
0.068958,-298.886627197266,0,0,0,0,0
0.069167,-302.108428955078,0,0,0,0,0
0.069375,-302.752777099609,0,0,0,0,0
0.069583,-305.330230712891,0,0,0,0,0
0.069792,-308.552032470703,0,0,0,0,0
0.070000,-308.552032470703,0,0,0,0,0
0.070208,-309.196380615234,0,0,0,0,0
0.070417,-310.485107421875,0,0,0,0,0
0.070625,-313.062561035156,0,0,0,0,0
0.070833,-313.706909179688,0,0,0,0,0
0.071042,-315.639984130859,0,0,0,0,0
0.071250,-316.9287109375,0,0,0,0,0
0.071458,-318.861785888672,0,0,0,0,0
0.071667,-322.083587646484,0,0,0,0,0
0.071875,-322.083587646484,0,0,0,0,0
0.072083,-324.016693115234,0,0,0,0,0
0.072292,-323.372314453125,0,0,0,0,0
0.072500,-324.661041259766,0,0,0,0,0
0.072708,-322.083587646484,0,0,0,0,0
0.072917,-325.305389404297,0,0,0,0,0
0.073125,-326.594116210938,0,0,0,0,0
0.073333,-327.238494873047,0,0,0,0,0
0.073542,-328.527221679688,0,0,0,0,0
0.073750,-330.460296630859,0,0,0,0,0
0.073958,-333.037719726563,0,0,0,0,0
0.074167,-332.393371582031,0,0,0,0,0
0.074375,-333.682098388672,0,0,0,0,0
0.074583,-332.393371582031,0,0,0,0,0
0.074792,-335.615173339844,0,0,0,0,0
0.075000,-333.037719726563,0,0,0,0,0
0.075208,-334.326446533203,0,0,0,0,0
0.075417,-334.326446533203,0,0,0,0,0
0.075625,-337.548248291016,0,0,0,0,0
0.075833,-335.615173339844,0,0,0,0,0
0.076042,-334.970825195313,0,0,0,0,0
0.076250,-336.903900146484,0,0,0,0,0
0.076458,-343.991851806641,0,0,0,0,0
0.076667,-336.903900146484,0,0,0,0,0
0.076875,-336.259521484375,0,0,0,0,0
0.077083,-337.548248291016,0,0,0,0,0
0.077292,-337.548248291016,0,0,0,0,0
0.077500,-340.770050048828,0,0,0,0,0
0.077708,-339.481323242188,0,0,0,0,0
0.077917,-342.058776855469,0,0,0,0,0
0.078125,-340.770050048828,0,0,0,0,0
0.078333,-339.481323242188,0,0,0,0,0
0.078542,-342.703125,0,0,0,0,0
0.078750,-343.991851806641,0,0,0,0,0
0.078958,-340.770050048828,0,0,0,0,0
0.079167,-340.125701904297,0,0,0,0,0
0.079375,-342.058776855469,0,0,0,0,0
0.079583,-342.058776855469,0,0,0,0,0
0.079792,-342.703125,0,0,0,0,0
0.080000,-342.058776855469,0,0,0,0,0
0.080208,-342.058776855469,0,0,0,0,0
0.080417,-342.058776855469,0,0,0,0,0
0.080625,-343.347503662109,0,0,0,0,0
0.080833,-343.347503662109,0,0,0,0,0
0.081042,-343.991851806641,0,0,0,0,0
0.081250,-342.703125,0,0,0,0,0
0.081458,-344.63623046875,0,0,0,0,0
0.081667,-344.63623046875,0,0,0,0,0
0.081875,-345.924926757813,0,0,0,0,0
0.082083,-345.280578613281,0,0,0,0,0
0.082292,-344.63623046875,0,0,0,0,0
0.082500,-345.280578613281,0,0,0,0,0
0.082708,-345.924926757813,0,0,0,0,0
0.082917,-347.213653564453,0,0,0,0,0
0.083125,-343.991851806641,0,0,0,0,0
0.083333,-344.63623046875,0,0,0,0,0
0.083542,-343.347503662109,0,0,0,0,0
0.083750,-339.481323242188,0,0,0,0,0
0.083958,-338.836975097656,0,0,0,0,0
0.084167,-336.259521484375,0,0,0,0,0
0.084375,-333.682098388672,0,0,0,0,0
0.084583,-332.393371582031,0,0,0,0,0
0.084792,-329.81591796875,0,0,0,0,0
0.085000,-327.238494873047,0,0,0,0,0
0.085208,-325.305389404297,0,0,0,0,0
0.085417,-323.372314453125,0,0,0,0,0
0.085625,-318.861785888672,0,0,0,0,0
0.085833,-316.9287109375,0,0,0,0,0
0.086042,-316.284362792969,0,0,0,0,0
0.086250,-314.995635986328,0,0,0,0,0
0.086458,-313.062561035156,0,0,0,0,0
0.086667,-306.618957519531,0,0,0,0,0
0.086875,-308.552032470703,0,0,0,0,0
0.087083,-301.464050292969,0,0,0,0,0
0.087292,-295.664825439453,0,0,0,0,0
0.087500,-297.597900390625,0,0,0,0,0
0.087708,-293.087371826172,0,0,0,0,0
0.087917,-290.509948730469,0,0,0,0,0
0.088125,-288.576843261719,0,0,0,0,0
0.088333,-284.710693359375,0,0,0,0,0
0.088542,-282.133239746094,0,0,0,0,0
0.088750,-279.555816650391,0,0,0,0,0
0.088958,-276.334014892578,0,0,0,0,0
0.089167,-276.978363037109,0,0,0,0,0
0.089375,-270.534759521484,0,0,0,0,0
0.089583,-266.668609619141,0,0,0,0,0
0.089792,-264.735504150391,0,0,0,0,0
0.090000,-260.224975585938,0,0,0,0,0
0.090208,-257.647552490234,0,0,0,0,0
0.090417,-254.425750732422,0,0,0,0,0
0.090625,-251.203948974609,0,0,0,0,0
0.090833,-246.693420410156,0,0,0,0,0
0.091042,-245.404693603516,0,0,0,0,0
0.091250,-241.538528442383,0,0,0,0,0
0.091458,-238.31672668457,0,0,0,0,0
0.091667,-234.450561523438,0,0,0,0,0
0.091875,-229.940048217773,0,0,0,0,0
0.092083,-226.718246459961,0,0,0,0,0
0.092292,-224.14079284668,0,0,0,0,0
0.092500,-220.918991088867,0,0,0,0,0
0.092708,-218.341552734375,0,0,0,0,0
0.092917,-213.831024169922,0,0,0,0,0
0.093125,-210.609222412109,0,0,0,0,0
0.093333,-205.454345703125,0,0,0,0,0
0.093542,-203.521255493164,0,0,0,0,0
0.093750,-199.65510559082,0,0,0,0,0
0.093958,-197.077651977539,0,0,0,0,0
0.094167,-195.144577026367,0,0,0,0,0
0.094375,-189.345336914063,0,0,0,0,0
0.094583,-186.767883300781,0,0,0,0,0
0.094792,-182.257369995117,0,0,0,0,0
0.095000,-178.391204833984,0,0,0,0,0
0.095208,-174.525039672852,0,0,0,0,0
0.095417,-171.303237915039,0,0,0,0,0
0.095625,-166.148345947266,0,0,0,0,0
0.095833,-164.215270996094,0,0,0,0,0
0.096042,-157.771667480469,0,0,0,0,0
0.096250,-157.771667480469,0,0,0,0,0
0.096458,-153.905502319336,0,0,0,0,0
0.096667,-147.461898803711,0,0,0,0,0
0.096875,-143.595733642578,0,0,0,0,0
0.097083,-141.018295288086,0,0,0,0,0
0.097292,-136.507766723633,0,0,0,0,0
0.097500,-131.99723815918,0,0,0,0,0
0.097708,-128.775436401367,0,0,0,0,0
0.097917,-123.620552062988,0,0,0,0,0
0.098125,-119.75439453125,0,0,0,0,0
0.098333,-115.888229370117,0,0,0,0,0
0.098542,-110.088981628418,0,0,0,0,0
0.098750,-108.155899047852,0,0,0,0,0
0.098958,-106.222816467285,0,0,0,0,0
0.099167,-96.5574111938477,0,0,0,0,0
0.099375,-94.6243286132813,0,0,0,0,0
0.099583,-87.5363616943359,0,0,0,0,0
0.099792,-84.3145599365234,0,0,0,0,0
0.100000,-81.0927581787109,0,0,0,0,0
0.100208,-75.937873840332,0,0,0,0,0
0.100417,-75.2935104370117,0,0,0,0,0
0.100625,-66.9168243408203,0,0,0,0,0
0.100833,-64.3393859863281,0,0,0,0,0
0.101042,-59.1845016479492,0,0,0,0,0
0.101250,-59.8288612365723,0,0,0,0,0
0.101458,-47.586009979248,0,0,0,0,0
0.101667,-50.1634521484375,0,0,0,0,0
0.101875,-41.142406463623,0,0,0,0,0
0.102083,-39.2093238830566,0,0,0,0,0
0.102292,-33.4100799560547,0,0,0,0,0
0.102500,-27.6108341217041,0,0,0,0,0
0.102708,-25.0333919525146,0,0,0,0,0
0.102917,-19.2341461181641,0,0,0,0,0
0.103125,-17.9454250335693,0,0,0,0,0
0.103333,-12.7905406951904,0,0,0,0,0
0.103542,-10.213098526001,0,0,0,0,0
